"scenario_id","method","n_AB","n_covariates","population_overlap","effect_modifiers","n_success","true_value","bias","empirical_se","model_se","rmse","coverage","ess_mean","ess_median","convergence_rate","mean_time"
"S027","SigTotal",500,3,"low","one",1000,0.2,-0.035907582666837,0.372708285769875,0.371164952680592,0.374248459326439,0.957,143.39413914288,142.861570768539,1,0.00940544867515562
"S028","Bucher",100,6,"high","one",1000,0.2,-0.0790294692496796,0.457737132287028,0.449790296143845,0.464283766679349,0.947,100,100,1,8.42926502227785e-05
"S028","EbArm",100,6,"high","one",1000,0.2,-0.0382799748666117,0.472651928842165,0.498871314442026,0.473963925281417,0.962,79.6932102557215,80.6152668667933,1,0.0090282609462738
"S028","EbEL",100,6,"high","one",1000,0.2,-0.0335511813107973,0.498767078105165,0.483801656443995,0.499645385619353,0.953,84.8467490313514,86.3021688698805,1,0.00900083088874818
"S028","EbTotal",100,6,"high","one",1000,0.2,-0.0327177415438753,0.490109067434348,0.47818003828183,0.490955335743606,0.952,87.610481661808,88.3540294148057,1,0.00747551870346069
"S028","SigTotal",100,6,"high","one",1000,0.2,-0.032717741524503,0.490109067425494,0.478180038284497,0.490955335733485,0.952,87.6104816607825,88.3540294148057,1,0.00683308959007263
"S029","Bucher",300,6,"high","one",1000,0.2,-0.0947007071712654,0.302989453394058,0.297235771704742,0.317299590604684,0.946,300,300,1,6.07156753540039e-05
"S029","EbArm",300,6,"high","one",1000,0.2,-0.0470600998755366,0.293242171690576,0.309473378268452,0.296849512862735,0.963,265.243200710241,266.475665045916,1,0.0119114224910736
"S029","EbEL",300,6,"high","one",1000,0.2,-0.0403160204342146,0.312685880832432,0.308144944689061,0.315119134797515,0.948,269.263345758427,272.255719453255,1,0.00995165681838989
"S029","EbTotal",300,6,"high","one",1000,0.2,-0.0433172843765222,0.311221732493334,0.305859698691163,0.314067659804592,0.948,274.944997789497,276.103992167698,1,0.00885337924957276
"S029","SigTotal",300,6,"high","one",1000,0.2,-0.0433172843765222,0.311221732493334,0.305859698691163,0.314067659804592,0.948,274.944997789497,276.103992167698,1,0.00915524339675903
"S030","Bucher",500,6,"high","one",1000,0.2,-0.0661365925563447,0.253835290179664,0.257029092609495,0.2621869010096,0.947,500,500,1,0.000143300771713256
"S030","EbArm",500,6,"high","one",1000,0.2,-0.0194775315716202,0.240938945618593,0.264010171272736,0.241604838892782,0.972,450.360810174024,451.381744893187,1,0.0142662971019745
"S030","EbEL",500,6,"high","one",1000,0.2,-0.0206085049808687,0.258385417991339,0.263643754377391,0.259077153921134,0.96,453.833292151307,458.753682487381,1,0.0115009272098541
"S030","EbTotal",500,6,"high","one",1000,0.2,-0.0213273259324905,0.257168220897432,0.262200517786259,0.257922882228665,0.962,462.497424458639,464.270906925267,1,0.0101139953136444
"S030","SigTotal",500,6,"high","one",1000,0.2,-0.0213273259324905,0.257168220897432,0.262200517786259,0.257922882228665,0.962,462.497424458639,464.270906925267,1,0.0117836201190949
"S031","Bucher",100,6,"medium","one",1000,0.2,-0.145691963421401,0.461815497439524,0.44945287822311,0.484031433201629,0.938,100,100,1,6.76085948944092e-05
"S031","EbArm",100,6,"medium","one",1000,0.2,-0.0326320102339478,0.55993592113373,0.566712944383418,0.560606417758494,0.948,59.2302681793907,59.8651633147504,1,0.00911511754989624
"S031","EbEL",100,6,"medium","one",1000,0.2,-0.027756789707972,0.619375843500782,0.566320600218979,0.619688025099474,0.927,55.1134189702702,55.373478776657,1,0.00677373242378236
"S031","EbTotal",100,6,"medium","one",1000,0.2,-0.03260773162414,0.566701165674176,0.53324723196329,0.567355554416245,0.944,66.5768000870082,66.9168878849765,1,0.0056555106639862
"S031","SigTotal",100,6,"medium","one",1000,0.2,-0.0326077316254003,0.566701165666668,0.533247231961178,0.567355554408826,0.944,66.5768000878376,66.9168878849766,1,0.00540539002418518
"S032","Bucher",300,6,"medium","one",1000,0.2,-0.167718615360175,0.295898970869998,0.296347297993527,0.339997321606063,0.91,300,300,1,6.66184425354002e-05
"S032","EbArm",300,6,"medium","one",1000,0.2,-0.0567865981562889,0.315081359876993,0.337145870785404,0.320002663752597,0.963,201.917378799165,202.757096900208,1,0.012281341791153
"S032","EbEL",300,6,"medium","one",1000,0.2,-0.0612978306047517,0.368860905483355,0.368179582200852,0.373737519207338,0.944,153.337582543033,153.161484236011,1,0.00991353821754453
"S032","EbTotal",300,6,"medium","one",1000,0.2,-0.062051342113112,0.326410090551138,0.332037708737439,0.332095427135676,0.946,210.195913352464,210.972724963393,1,0.00907062506675724
"S032","SigTotal",300,6,"medium","one",1000,0.2,-0.062051342113112,0.326410090551138,0.332037708737439,0.332095427135676,0.946,210.195913352464,210.972724963393,1,0.00974456000328067
"S033","Bucher",500,6,"medium","one",1000,0.2,-0.152617353827467,0.259749112576759,0.25616904059552,0.301154758508358,0.913,500,500,1,0.000110968351364136
"S033","EbArm",500,6,"medium","one",1000,0.2,-0.0386542644970336,0.268251398303606,0.282880518678949,0.270889287427456,0.961,342.131283476327,341.648842635785,1,0.0126730642318725
"S033","EbEL",500,6,"medium","one",1000,0.2,-0.0389900160001401,0.335039830826352,0.317488538248445,0.337134480437112,0.94,231.103555230296,231.734100999969,1,0.010870240688324
"S033","EbTotal",500,6,"medium","one",1000,0.2,-0.0383115712383163,0.286789237841513,0.28022412245923,0.289194736061227,0.945,352.829737758447,353.325826883235,1,0.0122208650112152
"S033","SigTotal",500,6,"medium","one",1000,0.2,-0.0383115712321783,0.286789237847944,0.280224122462451,0.289194736066785,0.945,352.829737744075,353.325826883235,1,0.0115654637813568
"S034","Bucher",100,6,"low","one",1000,0.2,-0.267520690252364,0.468268333712338,0.450386743045652,0.539094868124779,0.904,100,100,1,4.85265254974366e-05
"S034","EbArm",100,6,"low","one",1000,0.2,-0.498882099995819,8.30222823267862,0.793472952444372,8.31305900277117,0.779,21.3051363014206,22.3872394136565,0.806,0.0875914177894592
"S034","EbEL",100,6,"low","one",1000,0.2,-0.0901080618728501,1.18334113106313,0.873831802647347,1.18617679923685,0.851,15.602646180468,14.9652262653182,1,0.00567540216445922
"S034","EbTotal",100,6,"low","one",1000,0.2,-0.0505657972946034,0.901869633528114,0.767590475988337,0.902835736388571,0.906,27.8754333476127,27.6274006046685,1,0.00802390193939211
"S034","SigTotal",100,6,"low","one",1000,0.2,-0.0505657973319795,0.901869633437464,0.767590475990658,0.902835736300201,0.906,27.8754333470678,27.6274006046684,1,0.00737919354438786
"S035","Bucher",300,6,"low","one",1000,0.2,-0.25433067183258,0.297368823136787,0.297036874821974,0.391182667550078,0.856,300,300,1,6.61840438842772e-05
"S035","EbArm",300,6,"low","one",1000,0.2,-0.0139041289942211,0.470446445989805,0.472479680252782,0.470416691337565,0.954,82.0807147385595,81.6368000379903,1,0.0120797374248505
"S035","EbEL",300,6,"low","one",1000,0.2,-0.0478761508978651,0.729524838452801,0.62750823131279,0.730730052245329,0.89,29.2041692139083,28.0576788437784,1,0.00681460809707642
"S035","EbTotal",300,6,"low","one",1000,0.2,-0.0200333897653114,0.469139045527362,0.457335565204558,0.469332173731755,0.944,85.4332639327284,85.1865991907187,1,0.00689883637428283
"S035","SigTotal",300,6,"low","one",1000,0.2,-0.0200333897653114,0.469139045527362,0.457335565204558,0.469332173731755,0.944,85.4332639327284,85.1865991907187,1,0.00933829641342162
"S036","Bucher",500,6,"low","one",1000,0.2,-0.259943413656022,0.259710664825447,0.257075838644822,0.367359167706208,0.832,500,500,1,0.000174277544021607
"S036","EbArm",500,6,"low","one",1000,0.2,-0.033842360358948,0.36743370288336,0.379696694080631,0.368805943340435,0.954,138.998659038955,138.934441602555,1,0.0165390245914459
"S036","EbEL",500,6,"low","one",1000,0.2,-0.0454851549497832,0.67615292042621,0.567651304235106,0.677343700310187,0.887,35.9434475071306,34.3129191352535,1,0.0138319313526153
"S036","EbTotal",500,6,"low","one",1000,0.2,-0.0288639553101988,0.387145455411298,0.37371973972895,0.388026867572498,0.941,141.738892658674,141.689289521767,1,0.0118123412132263
"S036","SigTotal",500,6,"low","one",1000,0.2,-0.0288639553200967,0.387145455401532,0.373719739723115,0.3880268675635,0.941,141.738892664534,141.689289521767,1,0.00799803948402407
"S037","Bucher",100,3,"high","two",1000,0.2,-0.107360226049576,0.459096317118798,0.450078768156702,0.471258821775325,0.947,100,100,1,0.000145670652389527
"S037","EbArm",100,3,"high","two",1000,0.2,-0.0394445101045714,0.462099504397637,0.480157971197974,0.463549657954751,0.962,87.2012422899031,88.062804785142,1,0.00900322222709656
"S037","EbEL",100,3,"high","two",1000,0.2,-0.0417215749811919,0.480004959832792,0.47426313789041,0.4815755875473,0.954,89.4836933091784,90.941161587341,1,0.00621062946319581
"S037","EbTotal",100,3,"high","two",1000,0.2,-0.0438345347054918,0.475698783736033,0.470467045887014,0.477477235004916,0.95,91.2779669807756,91.9905564143645,1,0.00842167496681214
"S037","SigTotal",100,3,"high","two",1000,0.2,-0.0438345347084204,0.475698783738809,0.470467045889217,0.477477235007948,0.95,91.2779669795364,91.9905564143645,1,0.00867777180671692
"S038","Bucher",300,3,"high","two",1000,0.2,-0.0953942390168492,0.292061345959167,0.297114449884985,0.307106806846218,0.952,300,300,1,7.98707008361815e-05
"S038","EbArm",300,3,"high","two",1000,0.2,-0.03051840678395,0.282297520438524,0.305552638808286,0.28380199313663,0.968,275.229241883895,276.778506072441,1,0.010245260477066
"S038","EbEL",300,3,"high","two",1000,0.2,-0.0342050312529206,0.294669790230879,0.305299414090809,0.296502005309322,0.967,276.473144023469,279.502766675375,1,0.00607190823554993
"S038","EbTotal",300,3,"high","two",1000,0.2,-0.035868650794927,0.293633612103331,0.303736175101241,0.295670488159609,0.966,280.42097340057,281.723589579226,1,0.0107027716636658
"S038","SigTotal",300,3,"high","two",1000,0.2,-0.035868650794927,0.293633612103331,0.303736175101241,0.295670488159609,0.966,280.42097340057,281.723589579226,1,0.00603412222862244
"S039","Bucher",500,3,"high","two",1000,0.2,-0.081717884448514,0.267066541060063,0.25705693268893,0.27916128932066,0.926,500,500,1,8.75394344329832e-05
"S039","EbArm",500,3,"high","two",1000,0.2,-0.0222342332059137,0.261537086605438,0.26219850216689,0.262350161327653,0.937,462.294395693053,464.179915519129,1,0.00951881551742554
"S039","EbEL",500,3,"high","two",1000,0.2,-0.017022587114401,0.274891297991725,0.262318189419231,0.275280636729014,0.926,462.561207878763,467.25155812726,1,0.00921356320381162
"S039","EbTotal",500,3,"high","two",1000,0.2,-0.0191948672946252,0.273988537337843,0.261287038910919,0.274523390268291,0.927,468.638218502727,470.638765482834,1,0.010288339138031
"S039","SigTotal",500,3,"high","two",1000,0.2,-0.0191948672975372,0.273988537335455,0.261287038910932,0.274523390266113,0.927,468.638218502669,470.638765482834,1,0.012447824716568
"S040","Bucher",100,3,"medium","two",1000,0.2,-0.189334596040202,0.456481532915681,0.449300677914291,0.493978343412809,0.934,100,100,1,7.36703872680666e-05
"S040","EbArm",100,3,"medium","two",1000,0.2,-0.0362147747354641,0.534638260232655,0.536997385868962,0.535596621670111,0.95,65.9011697518324,66.1774730778143,1,0.00742457365989682
"S040","EbEL",100,3,"medium","two",1000,0.2,-0.0264352236185665,0.590266032425573,0.553945604253455,0.590562779130344,0.938,57.0857992746581,57.5031621356602,1,0.00506712365150451
"S040","EbTotal",100,3,"medium","two",1000,0.2,-0.0361655765824782,0.53908294289777,0.520658270094715,0.540025701086106,0.939,69.936275280645,70.3268231377278,1,0.00597953271865845
"S040","SigTotal",100,3,"medium","two",1000,0.2,-0.0361655765815865,0.539082942870038,0.520658270092182,0.54002570105839,0.939,69.9362752819815,70.3268231377278,1,0.00837645053863527
"S041","Bucher",300,3,"medium","two",1000,0.2,-0.184301733119366,0.305692926264248,0.296329113081996,0.356821868491315,0.901,300,300,1,6.27162456512452e-05
"S041","EbArm",300,3,"medium","two",1000,0.2,-0.036408563087213,0.326616128753823,0.332506286318954,0.328476789031809,0.95,208.581094201094,210.092957831931,1,0.00643948507308959
"S041","EbEL",300,3,"medium","two",1000,0.2,-0.0366864755401922,0.396827894892562,0.370622732740507,0.398322486528515,0.926,148.385797121638,149.001168369258,1,0.0049212634563446
"S041","EbTotal",300,3,"medium","two",1000,0.2,-0.0305291551346144,0.342864560640012,0.329489928740997,0.344050258173365,0.934,213.477732175642,214.958692667504,1,0.00478018116950988
"S041","SigTotal",300,3,"medium","two",1000,0.2,-0.0305291551346144,0.342864560640012,0.329489928740997,0.344050258173365,0.934,213.477732175642,214.958692667504,1,0.00481222867965699
"S042","Bucher",500,3,"medium","two",1000,0.2,-0.181532309037879,0.250651463261214,0.256171331979684,0.309382140893066,0.898,500,500,1,7.17375278472902e-05
"S042","EbArm",500,3,"medium","two",1000,0.2,-0.0274346271781218,0.261172099629525,0.280082823864926,0.262479167797508,0.958,352.474278260115,352.902402368658,1,0.00683870148658752
"S042","EbEL",500,3,"medium","two",1000,0.2,-0.0342889267095656,0.32802706920681,0.323358655855674,0.329651159362697,0.95,217.513209027886,213.154597769771,1,0.00640498232841492
"S042","EbTotal",500,3,"medium","two",1000,0.2,-0.0274732729995068,0.272739071830701,0.278663416681737,0.273983567812149,0.952,358.262706598584,358.45945658359,1,0.00572119760513305
"S042","SigTotal",500,3,"medium","two",1000,0.2,-0.0274732729968879,0.272739071841223,0.278663416681245,0.273983567822351,0.952,358.262706599043,358.45945658359,1,0.00572921419143677
"S043","Bucher",100,3,"low","two",1000,0.2,-0.360149353078753,0.444477006309042,0.45023910185022,0.571900171228646,0.889,100,100,1,9.31937694549558e-05
"S043","EbArm",100,3,"low","two",1000,0.2,-0.0890854256409963,3.00866511312825,0.784435705806185,3.0084796675819,0.89,26.5471385658921,26.5700719577125,0.968,0.012086345911026
"S043","EbEL",100,3,"low","two",1000,0.2,-0.0795314604021798,1.17603122710847,0.827252691956145,1.17813057463119,0.797,13.7963201935973,12.9086516784555,1,0.00465093159675598
"S043","EbTotal",100,3,"low","two",1000,0.2,-0.0469351831934052,0.853888607750605,0.72894625036544,0.854751156836432,0.899,29.4709244019323,29.0491589498594,1,0.00401597356796264
"S043","SigTotal",100,3,"low","two",1000,0.2,-0.0469351831928913,0.853888607704923,0.728946250353494,0.854751156790814,0.899,29.4709244030391,29.0491589498594,1,0.00356384372711181
"S044","Bucher",300,3,"low","two",1000,0.2,-0.330636411398035,0.30041548718667,0.2976471357402,0.446631449876554,0.811,300,300,1,5.58052062988284e-05
"S044","EbArm",300,3,"low","two",1000,0.2,-0.0153731122423946,0.435926326635617,0.461533841324443,0.435979429642943,0.958,85.1875261732096,84.6040366762932,1,0.00602637267112732
"S044","EbEL",300,3,"low","two",1000,0.2,-0.0629759519641705,0.817148595959406,0.651650407227643,0.819164248839232,0.871,22.2742074569945,20.8873332498504,1,0.00497762322425842
"S044","EbTotal",300,3,"low","two",1000,0.2,-0.0214805748815772,0.456437693149466,0.451942685039197,0.456714842606546,0.942,86.9533905451869,86.7033966055036,1,0.00490565323829651
"S044","SigTotal",300,3,"low","two",1000,0.2,-0.0214805748815772,0.456437693149466,0.451942685039197,0.456714842606546,0.942,86.9533905451869,86.7033966055036,1,0.0048229238986969
"S045","Bucher",500,3,"low","two",1000,0.2,-0.32556225603818,0.258426842317338,0.257585146950019,0.415582038776882,0.765,500,500,1,7.22622871398931e-05
"S045","EbArm",500,3,"low","two",1000,0.2,-0.0135880657855042,0.348709034866226,0.37321452795747,0.348799410174571,0.958,142.549481659188,142.215362389546,1,0.00712684535980225
"S045","EbEL",500,3,"low","two",1000,0.2,-0.067416701866464,0.757818740481699,0.597829021448073,0.760434064118905,0.87,25.5679731001689,24.1313406763378,1,0.00809699392318726
"S045","EbTotal",500,3,"low","two",1000,0.2,-0.0123581150008241,0.36827355936731,0.369140500950663,0.368296771803545,0.951,143.61537999036,143.461600379698,1,0.00579570388793946
"S045","SigTotal",500,3,"low","two",1000,0.2,-0.01235811499497,0.368273559358163,0.369140500950887,0.36829677179421,0.951,143.615379988789,143.461600379698,1,0.00579675579071045
"S046","Bucher",100,6,"high","two",1000,0.2,-0.0966267758034514,0.456229982048621,0.449678517599543,0.466127004716242,0.951,100,100,1,6.75458908081055e-05
"S046","EbArm",100,6,"high","two",1000,0.2,-0.0266871220147754,0.471011231318347,0.4976347317057,0.471531473954209,0.963,80.1515287666413,81.1381699018818,1,0.00555830121040344
"S046","EbEL",100,6,"high","two",1000,0.2,-0.033767327006647,0.482310752869079,0.482101470647635,0.483250733102371,0.954,85.6946157631193,87.4798051525342,1,0.0042802951335907
"S046","EbTotal",100,6,"high","two",1000,0.2,-0.0342987465176742,0.478128650087753,0.476744793753523,0.479118777592139,0.954,88.1952025060989,89.3168546480598,1,0.00406515836715698
"S046","SigTotal",100,6,"high","two",1000,0.2,-0.0342987465044179,0.478128650120066,0.476744793754554,0.479118777623404,0.954,88.1952025057324,89.3168546480598,1,0.00381825041770935
"S047","Bucher",300,6,"high","two",1000,0.2,-0.0982888989048823,0.297532209471169,0.296727963082685,0.313205360594382,0.935,300,300,1,5.80656528472904e-05
"S047","EbArm",300,6,"high","two",1000,0.2,-0.0425018571496562,0.284933179866398,0.3087440394897,0.287944678598091,0.97,265.589953237042,267.083574662359,1,0.00609650826454163
"S047","EbEL",300,6,"high","two",1000,0.2,-0.0426460487195975,0.30495062928039,0.307352837093536,0.307767082196263,0.953,269.662149040711,273.086312618281,1,0.00502334523200989
"S047","EbTotal",300,6,"high","two",1000,0.2,-0.0433818179823629,0.303224098188079,0.305137223640594,0.306161543959568,0.953,275.3110591825,276.468005743569,1,0.00500900959968568
"S047","SigTotal",300,6,"high","two",1000,0.2,-0.0433818179823629,0.303224098188079,0.305137223640594,0.306161543959568,0.953,275.3110591825,276.468005743569,1,0.00493916058540344
"S048","Bucher",500,6,"high","two",1000,0.2,-0.0873023427792373,0.261554557484525,0.256688690092482,0.275615810158141,0.936,500,500,1,7.86535739898681e-05
"S048","EbArm",500,6,"high","two",1000,0.2,-0.0292073887261815,0.248957816287257,0.263538663382261,0.250541585076073,0.965,451.133837081661,452.651990591729,1,0.00719444561004638
"S048","EbEL",500,6,"high","two",1000,0.2,-0.0274038306921601,0.267209075096486,0.26311456665107,0.268477669575535,0.946,454.96934809484,459.914144195802,1,0.00556981325149536
"S048","EbTotal",500,6,"high","two",1000,0.2,-0.0284431947469341,0.266612221538518,0.261722463337515,0.267992555725792,0.945,463.201321615681,464.93271062784,1,0.00607879900932312
"S048","SigTotal",500,6,"high","two",1000,0.2,-0.0284431947469341,0.266612221538518,0.261722463337515,0.267992555725792,0.945,463.201321615681,464.93271062784,1,0.0070377869606018
"S049","Bucher",100,6,"medium","two",1000,0.2,-0.197577645144378,0.445538054696175,0.448752830591324,0.487178180838456,0.929,100,100,1,5.0790071487427e-05
"S049","EbArm",100,6,"medium","two",1000,0.2,-0.0375461509720373,1.18259518999439,0.561617053556103,1.1825999177521,0.949,59.6093581560294,60.1211901053916,0.997,0.00714061617851257
"S049","EbEL",100,6,"medium","two",1000,0.2,-0.0596978546910133,0.601735328360247,0.563966884466718,0.604389902170881,0.93,55.4368188380712,55.4568852182855,1,0.0041353850364685
"S049","EbTotal",100,6,"medium","two",1000,0.2,-0.0567135954860898,0.536701627405921,0.531627958154427,0.539422858373895,0.944,66.7753056616131,67.1514275208382,1,0.00424210691452027
"S049","SigTotal",100,6,"medium","two",1000,0.2,-0.0567135954813735,0.536701627420832,0.531627958151237,0.539422858388221,0.944,66.7753056625558,67.1514275208382,1,0.00378476858139039
"S050","Bucher",300,6,"medium","two",1000,0.2,-0.175658674264971,0.300125736960734,0.296032790263068,0.3476224278909,0.902,300,300,1,0.000100588083267212
"S050","EbArm",300,6,"medium","two",1000,0.2,-0.0225797194508506,0.32255184398768,0.337157644188817,0.323180284204145,0.958,200.213889692699,199.884809043093,1,0.00592732644081116
"S050","EbEL",300,6,"medium","two",1000,0.2,-0.0236603454818547,0.378912666866498,0.367963845545518,0.379461521436746,0.95,151.217966182959,149.938556495894,1,0.00510927081108094
"S050","EbTotal",300,6,"medium","two",1000,0.2,-0.0213166477483807,0.336949107332646,0.331912386368821,0.337454538719756,0.953,208.673989200758,208.439202250234,1,0.00547596621513365
"S050","SigTotal",300,6,"medium","two",1000,0.2,-0.0213166477483807,0.336949107332646,0.331912386368821,0.337454538719756,0.953,208.673989200758,208.439202250234,1,0.0056245687007904
"S051","Bucher",500,6,"medium","two",1000,0.2,-0.193437740179232,0.256856303869956,0.255843600793378,0.321445710816843,0.878,500,500,1,5.40497303009032e-05
"S051","EbArm",500,6,"medium","two",1000,0.2,-0.0400582852663924,0.263838195840905,0.28240434627833,0.266731417739798,0.965,342.025776268627,342.363149989559,1,0.00899119830131529
"S051","EbEL",500,6,"medium","two",1000,0.2,-0.0404545537461755,0.323523195905204,0.318070078213822,0.325882128919691,0.941,228.610829064469,226.986269669475,1,0.00668080234527586
"S051","EbTotal",500,6,"medium","two",1000,0.2,-0.0460963017344809,0.277411205048029,0.279839423854166,0.281078083000275,0.955,352.285670524845,352.436843355778,1,0.00602847909927369
"S051","SigTotal",500,6,"medium","two",1000,0.2,-0.0460963017349213,0.277411205057306,0.279839423852458,0.281078083009495,0.955,352.28567052884,352.436843355778,1,0.00786407256126402
"S052","Bucher",100,6,"low","two",1000,0.2,-0.352713498575811,0.447686790687587,0.450120195160409,0.569762978062969,0.894,100,100,1,4.4912576675415e-05
"S052","EbArm",100,6,"low","two",1000,0.2,-0.13961859026957,9.89717746451454,0.784326029239664,9.8932128751523,0.739,20.4390056384644,22.0655490512929,0.769,0.0682450001239776
"S052","EbEL",100,6,"low","two",1000,0.2,-0.0161164188689087,1.11350105806395,0.867402678769418,1.11306085218212,0.866,15.5513305326705,14.6192342677752,1,0.00451004242897033
"S052","EbTotal",100,6,"low","two",1000,0.2,-0.00422348663280533,0.836293297727516,0.765440002497588,0.835885716580609,0.933,27.6622129359559,27.3933912822132,1,0.00533138322830202
"S052","SigTotal",100,6,"low","two",1000,0.2,-0.00422348663354816,0.836293297743767,0.765440002490674,0.835885716596855,0.933,27.6622129361723,27.3933912822132,1,0.00429548048973084
"S053","Bucher",300,6,"low","two",1000,0.2,-0.325154726204278,0.302724761263071,0.297270788158104,0.44415789396754,0.81,300,300,1,5.40478229522706e-05
"S053","EbArm",300,6,"low","two",1000,0.2,-0.0275058192036539,0.453967141910919,0.469731689160739,0.454573041280384,0.956,82.6516061440047,82.1876497211194,1,0.00709512734413147
"S053","EbEL",300,6,"low","two",1000,0.2,-0.0406061195305591,0.755650710490473,0.613863042198362,0.756363566819438,0.873,29.8627539627466,28.6054596696432,1,0.00583499693870544
"S053","EbTotal",300,6,"low","two",1000,0.2,-0.0242962425325958,0.475387603016237,0.45363934986773,0.475770624492123,0.954,86.0886145646941,86.1177156966257,1,0.00498181796073913
"S053","SigTotal",300,6,"low","two",1000,0.2,-0.0242962425325958,0.475387603016237,0.45363934986773,0.475770624492123,0.954,86.0886145646941,86.1177156966257,1,0.00505121302604675
"S054","Bucher",500,6,"low","two",1000,0.2,-0.332938015847102,0.2499371290996,0.257188346590623,0.416237699314049,0.752,500,500,1,0.000103060722351074
"S054","EbArm",500,6,"low","two",1000,0.2,-0.0343411692281493,0.342569380067566,0.378170221681267,0.344115884962716,0.975,139.291760129909,138.448284062962,1,0.00747635626792907
"S054","EbEL",500,6,"low","two",1000,0.2,-0.0770564165752244,0.654021908363473,0.560139381885469,0.658220786133494,0.892,36.6972530422284,35.0244102145256,1,0.00670090699195862
"S054","EbTotal",500,6,"low","two",1000,0.2,-0.0343760606805923,0.365884391903704,0.371555954570372,0.367313531466539,0.95,142.318694636179,142.09683829874,1,0.00589060449600219
"S054","SigTotal",500,6,"low","two",1000,0.2,-0.0343760606829277,0.365884391910486,0.371555954570593,0.367313531473507,0.95,142.318694636479,142.09683829874,1,0.00602432036399841
